Domain	Phylum	Class	Order	Family	Genus
1968	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Bryobacteraceae	Bryobacter
1969	Eukaryota	Microsporidia	Unknown	Unknown	Spraguidae	Spraguea
1970	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unknown	Reyranella
1971	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Geosporobacter
1972	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma
1973	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Zooshikella
1974	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Maledivibacter
1975	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unknown	Mitsuaria
1976	Bacteria	Cyanobacteria	Unknown	Oscillatoriales	Oscillatoriaceae	Phormidium
1977	Bacteria	Cyanobacteria	Unknown	Nostocales	Aphanizomenonaceae	Aphanizomenon
1978	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora
1979	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter
1980	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Labilibacter
1981	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Allosalinactinospora
1982	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Streptomonospora
1983	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Dethiosulfatarculus
1984	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Yuhushiella
1985	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unknown	Pseudorhodoplanes
1986	Bacteria	Cyanobacteria	Unknown	Nostocales	Rivulariaceae	Calothrix
1987	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Saccharicrinis
1988	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Aquiflexum
1989	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera
1990	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unknown	Xylophilus
1991	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
1992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia
1993	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus
1994	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Spirillospora
1995	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kriegella
1996	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas
1997	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila
1998	Bacteria	Cyanobacteria	Unknown	Oscillatoriales	Microcoleaceae	Arthrospira
1999	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Segetibacter
2000	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella
2001	Eukaryota	Microsporidia	Unknown	Unknown	Pleistophoridae	Vavraia
2002	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfospira
2003	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon
2004	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unknown	Ideonella
2005	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marinibacterium
2006	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia
2007	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura
2008	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pseudarcicella
2009	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Siphonobacter
2010	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula
2011	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Lewinellaceae	Lewinella
2012	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flectobacillus
2013	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium
2014	Bacteria	Cyanobacteria	Unknown	Chroococcales	Aphanothecaceae	Crocosphaera
2015	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora
2016	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella
2017	Bacteria	Cyanobacteria	Unknown	Synechococcales	Chamaesiphonaceae	Chamaesiphon
2018	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter
2019	Bacteria	Cyanobacteria	Unknown	Chroococcidiopsidales	Chroococcidiopsidaceae	Chroococcidiopsis
2020	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomicrobium
2021	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unknown	Aquincola
2022	Bacteria	Cyanobacteria	Unknown	Nostocales	Nostocaceae	Nostoc
2023	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga
2024	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Tardiphaga
2025	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus
2026	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unknown	Rhizobacter
2027	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinopolymorpha
2028	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Verrucosispora
2029	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Fibrella
2030	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia
2031	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Silvibacterium
2032	Bacteria	Cyanobacteria	Unknown	Nostocales	Symphyonemataceae	Mastigocladopsis
2033	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum
2034	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Gynuella
2035	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Prosthecomicrobium
2036	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile
2037	Bacteria	Cyanobacteria	Unknown	Synechococcales	Acaryochloridaceae	Acaryochloris
2038	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces
2039	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Xiangella
2040	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Mariniblastus
2041	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfoluna
2042	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus
2043	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rudanella
2044	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella
2045	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella
2046	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubripirellula
2047	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Alloactinosynnema
2048	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga
2049	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula
2050	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfamplus
2051	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Plantactinospora
2052	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fulvivirga
2053	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pseudosphingobacterium
2054	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora
2055	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora
2056	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Rugamonas
2057	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Stackebrandtia
2058	Bacteria	Cyanobacteria	Unknown	Oscillatoriales	Oscillatoriaceae	Lyngbya
2059	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudobacteroides
2060	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Agarilytica
2061	Bacteria	Cyanobacteria	Unknown	Synechococcales	Leptolyngbyaceae	Nodosilinea
2062	Bacteria	Cyanobacteria	Unknown	Oscillatoriales	Microcoleaceae	Kamptonema
2063	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Lamprocystis
2064	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Tistlia
2065	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinocatenispora
2066	Bacteria	Cyanobacteria	Unknown	Nostocales	Nostocaceae	Cylindrospermum
2067	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Sinosporangium
2068	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina
2069	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Catalimonadaceae	Catalinimonas
2070	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rhodopirellula
2071	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella
2072	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas
2073	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
2074	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ohtaekwangia
2075	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
2076	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora
2077	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Streptoalloteichus
2078	Bacteria	Cyanobacteria	Unknown	Oscillatoriales	Oscillatoriaceae	Limnoraphis
2079	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Nitrospirillum
2080	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella
2081	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Inquilinus
2082	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobia subdivision 3	Pedosphaera
2083	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas
2084	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Fibrisoma
2085	Bacteria	Cyanobacteria	Unknown	Oscillatoriales	Microcoleaceae	Microcoleus
2086	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microtetraspora
2087	Bacteria	Cyanobacteria	Unknown	Oscillatoriales	Oscillatoriaceae	Oscillatoria
2088	Bacteria	Acidobacteria	Unknown	Unknown	Unknown	Luteitalea
2089	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Isosphaeraceae	Paludisphaera
2090	Eukaryota	Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis
2091	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arsenicibacter
2092	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella
2093	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catelliglobosispora
2094	Bacteria	Cyanobacteria	Unknown	Oscillatoriales	Microcoleaceae	Trichodesmium
2095	Bacteria	Cyanobacteria	Unknown	Nostocales	Chlorogloeopsidaceae	Chlorogloeopsis
2096	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Filimonas
2097	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia
2098	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus
2099	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus
2100	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
2101	Eukaryota	Microsporidia	Unknown	Unknown	Nosematidae	Nosema
2102	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella
2103	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Haliscomenobacteraceae	Phaeodactylibacter
2104	Bacteria	Cyanobacteria	Unknown	Nostocales	Scytonemataceae	Scytonema
2105	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Roseimaritima
2106	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Planomonospora
2107	Bacteria	Cyanobacteria	Unknown	Nostocales	Tolypothrichaceae	Tolypothrix
2108	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Wickerhamiella
2109	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter
2110	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes
2111	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Thermoactinospora
2112	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium
2113	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema
2114	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea
2115	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola
2116	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unknown	Chryseolinea
2117	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Couchioplanes
2118	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Haliscomenobacteraceae	Haliscomenobacter
2119	Eukaryota	Microsporidia	Unknown	Unknown	Pleistophoridae	Trachipleistophora
2120	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Sciscionella
2121	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niastella
2122	Bacteria	Cyanobacteria	Unknown	Nostocales	Hapalosiphonaceae	Mastigocladus
2123	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Allokutzneria
2124	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Herbidospora
2125	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea
2126	Bacteria	Cyanobacteria	Unknown	Oscillatoriales	Coleofasciculaceae	Coleofasciculus
2127	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Planobispora
2128	Bacteria	Cyanobacteria	Unknown	Nostocales	Rivulariaceae	Rivularia
2129	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Schlesneria
2130	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes
2131	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora
2132	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microbispora
2133	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea
2134	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstia
2135	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus
2136	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Gemmataceae	Gemmata
2137	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella
2138	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa
2139	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium
2140	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trigonopsidaceae	Tortispora
2141	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Cryptosporangium
2142	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Unknown	Candida
2143	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora
2144	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Unknown	Starmerella
2145	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
2146	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix
2147	Bacteria	Cyanobacteria	Unknown	Oscillatoriales	Oscillatoriaceae	Moorea
2148	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella
2149	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium
2150	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Haliangium
2151	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Hamadaea
2152	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flexithrix
2153	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Isosphaeraceae	Singulisphaera
2154	Eukaryota	Basidiomycota	Wallemiomycetes	Wallemiales	Unknown	Wallemia
2155	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces
2156	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Microscillaceae	Microscilla
2157	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces
2158	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kutzneria
2159	Bacteria	Actinobacteria	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica
2160	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus Solibacter
2161	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus
2162	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Gemmataceae	Zavarzinella
2163	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
2164	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces
2165	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma
2166	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Stigmatella
2167	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
2168	Bacteria	Actinobacteria	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora
2169	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma
2170	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Priceomyces
2171	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis
2172	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania
2173	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catenuloplanes
2174	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces
2175	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Millerozyma
2176	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Hyalangium
2177	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma
2178	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces
2179	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Unknown	Kuraishia
2180	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces
2181	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium
2182	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces
2183	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia
2184	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Nakazawaea
2185	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces
2186	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium
2187	Eukaryota	Cryptomycota	Unknown	Unknown	Unknown	Rozella
2188	Eukaryota	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina
2189	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora
2190	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora
2191	Eukaryota	Microsporidia	Unknown	Unknown	Tubulinosematidae	Anncaliia
2192	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Hyphopichia
2193	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix
2194	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Cystobacter
2195	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora
2196	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera
2197	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Unknown	Ambrosiozyma
2198	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Gemmataceae	Fimbriiglobus
2199	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Archangium
2200	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Pachysolen
2201	Bacteria	Cyanobacteria	Unknown	Nostocales	Hapalosiphonaceae	Mastigocoleus
2202	Eukaryota	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces
2203	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium
2204	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Wickerhamia
2205	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces
2206	Eukaryota	Microsporidia	Unknown	Unknown	Dubosqiidae	Hamiltosporidium
2207	Eukaryota	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	Mixia
2208	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
2209	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Unknown	Nadsonia
2210	Eukaryota	Ascomycota	Unknown	Unknown	Unknown	Saitoella
2211	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces
2212	Eukaryota	Ascomycota	Neolectomycetes	Neolectales	Neolectaceae	Neolecta
2213	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia
2214	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Vanderwaltozyma
2215	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Babjeviella
2216	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora
2217	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella
2218	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces
2219	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia
2220	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Sugiyamaella
2221	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unknown	Minicystis
2222	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula
2223	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Sporopachydermia
2224	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Saccharomycopsis
2225	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Kalmanozyma
2226	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus
2227	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella
2228	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Ascoideaceae	Ascoidea
2229	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces
2230	Eukaryota	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira
2231	Eukaryota	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Salmacisia
2232	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma
2233	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium
2234	Eukaryota	Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Tilletiaria
2235	Eukaryota	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Phaffia
2236	Eukaryota	Ascomycota	Dothideomycetes	Unknown	Unknown	Peltaster
2237	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema
